Module	Section	Sample Name	Source
FastQC	all_sections	1D9-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1D9-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1D3-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1D3-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1A8-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1A8-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1H8-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1H8-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1B5-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1B5-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	2E2-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/2E2-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1A12-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1A12-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	2G1-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/2G1-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1B2-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1B2-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	2C2-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/2C2-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1H11-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1H11-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1D10-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1D10-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1B10-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1B10-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1H6-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1H6-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	2D2-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/2D2-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	2B3-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/2B3-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1C4-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1C4-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1A1-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1A1-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1E9-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1E9-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1D4-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1D4-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1B1-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1B1-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	2F1-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/2F1-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	1E3-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/1E3-fastp-adapters-polyG-31bp-merged_fastqc.zip
FastQC	all_sections	2C1-fastp-adapters-polyG-31bp-merged	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/01.10-D-Apul-sRNAseq-trimming-fastp-FastQC-MultiQC/trimmed-fastqc-sRNA/2C1-fastp-adapters-polyG-31bp-merged_fastqc.zip
