"Predictor","MeanImportance","Type","Feature"
"lncRNA_12335",0.151624975559924,"lncRNA","OG_00246"
"lncRNA_3600",0.115016722794596,"lncRNA","OG_00246"
"lncRNA_20577",0.0879010261828232,"lncRNA","OG_00246"
"lncRNA_21794",0.0727557671813652,"lncRNA","OG_00246"
"lncRNA_4382",0.0662669272397808,"lncRNA","OG_00246"
"lncRNA_9887",0.0609141318338567,"lncRNA","OG_00246"
"lncRNA_16195",0.0520709669369614,"lncRNA","OG_00246"
"gene-Peve_00043800",0.0307781225157911,"Other","OG_00246"
"lncRNA_7808",0.0219476340738619,"lncRNA","OG_00246"
"lncRNA_7811",0.0213332270406708,"lncRNA","OG_00246"
"lncRNA_18814",0.0207845524371266,"lncRNA","OG_00246"
"lncRNA_21242",0.0207104197258628,"lncRNA","OG_00246"
"lncRNA_19527",0.0201758141836241,"lncRNA","OG_00246"
"lncRNA_11791",0.0189644280022145,"lncRNA","OG_00246"
"lncRNA_1121",0.0180895256370184,"lncRNA","OG_00246"
"lncRNA_2194",0.0178345177140867,"lncRNA","OG_00246"
"lncRNA_16301",0.0169928270525264,"lncRNA","OG_00246"
"lncRNA_5386",0.0159409369186677,"lncRNA","OG_00246"
"lncRNA_16003",0.0158808622620813,"lncRNA","OG_00246"
"lncRNA_15828",0.0147650836302004,"lncRNA","OG_00246"
"lncRNA_23552",0.0424792558399279,"lncRNA","OG_00355"
"lncRNA_16886",0.0372274263962918,"lncRNA","OG_00355"
"lncRNA_15651",0.0362594127357607,"lncRNA","OG_00355"
"lncRNA_14418",0.0319545823673551,"lncRNA","OG_00355"
"lncRNA_16405",0.0257216032437682,"lncRNA","OG_00355"
"lncRNA_5669",0.0245612842922733,"lncRNA","OG_00355"
"gene-Peve_00016924",0.024362922523937,"Other","OG_00355"
"lncRNA_16404",0.020625020405976,"lncRNA","OG_00355"
"lncRNA_1782",0.0199824661948294,"lncRNA","OG_00355"
"lncRNA_22023",0.0179972210747839,"lncRNA","OG_00355"
"lncRNA_18574",0.0177258709453277,"lncRNA","OG_00355"
"lncRNA_18562",0.0176803722515149,"lncRNA","OG_00355"
"lncRNA_21010",0.0167342570564619,"lncRNA","OG_00355"
"lncRNA_1556",0.0143769905529847,"lncRNA","OG_00355"
"lncRNA_9814",0.0141465419863619,"lncRNA","OG_00355"
"lncRNA_22639",0.0136196801478256,"lncRNA","OG_00355"
"lncRNA_280",0.0131579663043679,"lncRNA","OG_00355"
"lncRNA_2018",0.0119139203170987,"lncRNA","OG_00355"
"lncRNA_21336",0.0115454567509668,"lncRNA","OG_00355"
"lncRNA_13269",0.0110089779648018,"lncRNA","OG_00355"
"lncRNA_13191",0.113782512531299,"lncRNA","OG_00430"
"lncRNA_9634",0.0608569011668511,"lncRNA","OG_00430"
"lncRNA_10256",0.0565164217527135,"lncRNA","OG_00430"
"lncRNA_10257",0.0554200646134326,"lncRNA","OG_00430"
"lncRNA_6544",0.0527351595171938,"lncRNA","OG_00430"
"lncRNA_19566",0.0429200079482872,"lncRNA","OG_00430"
"lncRNA_5216",0.0425698022529023,"lncRNA","OG_00430"
"lncRNA_17443",0.036318746694126,"lncRNA","OG_00430"
"lncRNA_23372",0.0312068309558621,"lncRNA","OG_00430"
"lncRNA_3859",0.0248607278628775,"lncRNA","OG_00430"
"lncRNA_12826",0.0233583305509467,"lncRNA","OG_00430"
"lncRNA_6337",0.019598832545423,"lncRNA","OG_00430"
"gene-Peve_00013461",0.0186041743943954,"Other","OG_00430"
"lncRNA_15133",0.0176736532716319,"lncRNA","OG_00430"
"lncRNA_4824",0.0162137798756824,"lncRNA","OG_00430"
"lncRNA_15132",0.0159097408548675,"lncRNA","OG_00430"
"lncRNA_1499",0.0158765912407503,"lncRNA","OG_00430"
"lncRNA_15131",0.0158742305991962,"lncRNA","OG_00430"
"lncRNA_5955",0.0154950511727093,"lncRNA","OG_00430"
"lncRNA_12198",0.0138289301557121,"lncRNA","OG_00430"
"lncRNA_3389",0.0999033629130348,"lncRNA","OG_00460"
"lncRNA_11118",0.0500270466362476,"lncRNA","OG_00460"
"gene-Peve_00004989",0.0491442861426495,"Other","OG_00460"
"lncRNA_19979",0.0378889628648501,"lncRNA","OG_00460"
"lncRNA_9118",0.0353221128323228,"lncRNA","OG_00460"
"gene-Peve_00033269",0.0323176509858918,"Other","OG_00460"
"lncRNA_13402",0.0294780025461338,"lncRNA","OG_00460"
"lncRNA_3839",0.02886872340804,"lncRNA","OG_00460"
"lncRNA_20056",0.0271928432549518,"lncRNA","OG_00460"
"lncRNA_855",0.0247607073861243,"lncRNA","OG_00460"
"gene-Peve_00043039",0.0194097142732005,"Other","OG_00460"
"lncRNA_15921",0.0179316950604617,"lncRNA","OG_00460"
"lncRNA_18034",0.0145927966355906,"lncRNA","OG_00460"
"lncRNA_11251",0.0126421844002969,"lncRNA","OG_00460"
"lncRNA_5547",0.0121980674117409,"lncRNA","OG_00460"
"gene-Peve_00009975",0.0119969845994964,"Other","OG_00460"
"lncRNA_11119",0.0104515464896376,"lncRNA","OG_00460"
"gene-Peve_00024646",0.00795278831718063,"Other","OG_00460"
"gene-Peve_00012246",0.00778258054495121,"Other","OG_00460"
"lncRNA_10212",0.00746562429183644,"lncRNA","OG_00460"
"lncRNA_16867",0.0882302237803927,"lncRNA","OG_00572"
"lncRNA_538",0.0421023138385962,"lncRNA","OG_00572"
"lncRNA_5805",0.0396872305889973,"lncRNA","OG_00572"
"lncRNA_19285",0.0293731565088656,"lncRNA","OG_00572"
"lncRNA_18362",0.0290883644539272,"lncRNA","OG_00572"
"lncRNA_6267",0.0284581606691902,"lncRNA","OG_00572"
"lncRNA_919",0.027590120218383,"lncRNA","OG_00572"
"lncRNA_871",0.0254982825665812,"lncRNA","OG_00572"
"lncRNA_9968",0.0222198930575861,"lncRNA","OG_00572"
"lncRNA_6334",0.0213220282084317,"lncRNA","OG_00572"
"lncRNA_17160",0.0211030931878144,"lncRNA","OG_00572"
"lncRNA_1400",0.0208945710862073,"lncRNA","OG_00572"
"lncRNA_15987",0.0201571298744808,"lncRNA","OG_00572"
"lncRNA_3968",0.019527501171254,"lncRNA","OG_00572"
"lncRNA_14657",0.0194091107593642,"lncRNA","OG_00572"
"lncRNA_3969",0.0194027890206442,"lncRNA","OG_00572"
"lncRNA_3896",0.0183338048371827,"lncRNA","OG_00572"
"lncRNA_18022",0.0177481795924504,"lncRNA","OG_00572"
"lncRNA_17159",0.0177338715619542,"lncRNA","OG_00572"
"lncRNA_18148",0.017375555336756,"lncRNA","OG_00572"
"lncRNA_22296",0.076037602450875,"lncRNA","OG_00807"
"lncRNA_23171",0.0719867220803111,"lncRNA","OG_00807"
"lncRNA_10214",0.0496745866169316,"lncRNA","OG_00807"
"lncRNA_12290",0.0420614970946599,"lncRNA","OG_00807"
"lncRNA_19701",0.0416018845923017,"lncRNA","OG_00807"
