Module	Section	Sample Name	Source
FastQC	all_sections	2E2_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/00.10-D-Apul-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/2E2_R1_001_fastqc.zip
FastQC	all_sections	1H6_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/00.10-D-Apul-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1H6_R1_001_fastqc.zip
FastQC	all_sections	1C10_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/00.10-D-Apul-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1C10_R2_001_fastqc.zip
FastQC	all_sections	2B3_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/00.10-D-Apul-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/2B3_R1_001_fastqc.zip
FastQC	all_sections	1D4_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/00.10-D-Apul-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1D4_R1_001_fastqc.zip
FastQC	all_sections	1B1_R1_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/00.10-D-Apul-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1B1_R1_001_fastqc.zip
FastQC	all_sections	2D2_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/00.10-D-Apul-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/2D2_R2_001_fastqc.zip
FastQC	all_sections	1H6_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/00.10-D-Apul-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1H6_R2_001_fastqc.zip
FastQC	all_sections	1B9_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/00.10-D-Apul-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/1B9_R2_001_fastqc.zip
FastQC	all_sections	2B2_R2_001	/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/00.10-D-Apul-sRNAseq-reads-FastQC-MultiQC/raw-fastqc-sRNA/2B2_R2_001_fastqc.zip
