"Predictor","MeanImportance","Type","Feature"
"WGBS_PC2",0.325854162042349,"WGBS","gene-Peve_00002553"
"Cluster_15329",0.14379445123926,"miRNA","gene-Peve_00002553"
"Cluster_5058",0.120864659828332,"miRNA","gene-Peve_00002553"
"WGBS_PC5",0.0994115344720067,"WGBS","gene-Peve_00002553"
"Cluster_661",0.0827092360120727,"miRNA","gene-Peve_00002553"
"Cluster_5613",0.0677580667557445,"miRNA","gene-Peve_00002553"
"WGBS_PC4",0.0580082815025597,"WGBS","gene-Peve_00002553"
"lncRNA_PC1",0.0496026106740094,"lncRNA","gene-Peve_00002553"
"lncRNA_PC2",0.0479855570718867,"lncRNA","gene-Peve_00002553"
"Cluster_3652",0.047053992111862,"miRNA","gene-Peve_00002553"
"Cluster_8074",0.046007435821274,"miRNA","gene-Peve_00002553"
"lncRNA_PC25",0.0377833762440621,"lncRNA","gene-Peve_00002553"
"lncRNA_PC9",0.0357476134894733,"lncRNA","gene-Peve_00002553"
"Cluster_14602",0.0349165679192899,"miRNA","gene-Peve_00002553"
"WGBS_PC9",0.0347585375498456,"WGBS","gene-Peve_00002553"
"lncRNA_PC28",0.0336272936979716,"lncRNA","gene-Peve_00002553"
"lncRNA_PC4",0.0305820132451288,"lncRNA","gene-Peve_00002553"
"Cluster_3165",0.0297518036589054,"miRNA","gene-Peve_00002553"
"Cluster_11004",0.0289536089431906,"miRNA","gene-Peve_00002553"
"WGBS_PC10",0.028943352373746,"WGBS","gene-Peve_00002553"
"Cluster_3676",0.389257390550729,"miRNA","gene-Peve_00018856"
"Cluster_4229",0.344768728444529,"miRNA","gene-Peve_00018856"
"lncRNA_PC4",0.28982257320523,"lncRNA","gene-Peve_00018856"
"Cluster_491",0.234630597214207,"miRNA","gene-Peve_00018856"
"WGBS_PC9",0.181489644019825,"WGBS","gene-Peve_00018856"
"lncRNA_PC5",0.176487050931749,"lncRNA","gene-Peve_00018856"
"lncRNA_PC6",0.144347026999567,"lncRNA","gene-Peve_00018856"
"Cluster_9197",0.136248782639707,"miRNA","gene-Peve_00018856"
"WGBS_PC5",0.0968581116039841,"WGBS","gene-Peve_00018856"
"Cluster_9196",0.0767731659889555,"miRNA","gene-Peve_00018856"
"Cluster_3672",0.0682738531576998,"miRNA","gene-Peve_00018856"
"Cluster_4968",0.0595814333067735,"miRNA","gene-Peve_00018856"
"lncRNA_PC8",0.0594501290048541,"lncRNA","gene-Peve_00018856"
"Cluster_10059",0.0519847058723044,"miRNA","gene-Peve_00018856"
"WGBS_PC28",0.0512069911708962,"WGBS","gene-Peve_00018856"
"WGBS_PC6",0.0487161787412035,"WGBS","gene-Peve_00018856"
"WGBS_PC8",0.0400688040713445,"WGBS","gene-Peve_00018856"
"WGBS_PC24",0.0381345804968227,"WGBS","gene-Peve_00018856"
"WGBS_PC19",0.0338929981930585,"WGBS","gene-Peve_00018856"
"WGBS_PC11",0.0305846064226978,"WGBS","gene-Peve_00018856"
"Cluster_3672",0.126979365980945,"miRNA","gene-Peve_00025748"
"lncRNA_PC1",0.0823557396043175,"lncRNA","gene-Peve_00025748"
"WGBS_PC4",0.0277912855550501,"WGBS","gene-Peve_00025748"
"Cluster_13926",0.0248646050792079,"miRNA","gene-Peve_00025748"
"lncRNA_PC13",0.0225996752516596,"lncRNA","gene-Peve_00025748"
"lncRNA_PC2",0.0173657233369925,"lncRNA","gene-Peve_00025748"
"WGBS_PC27",0.0125678421292757,"WGBS","gene-Peve_00025748"
"WGBS_PC25",0.0098634246657532,"WGBS","gene-Peve_00025748"
"lncRNA_PC20",0.00952870309750547,"lncRNA","gene-Peve_00025748"
"Cluster_670",0.00924109276746859,"miRNA","gene-Peve_00025748"
"lncRNA_PC12",0.00884664732937604,"lncRNA","gene-Peve_00025748"
"WGBS_PC28",0.00863381929670693,"WGBS","gene-Peve_00025748"
"Cluster_4229",0.0059408307898647,"miRNA","gene-Peve_00025748"
"Cluster_1004",0.00530581806301801,"miRNA","gene-Peve_00025748"
"WGBS_PC14",0.00520811068235535,"WGBS","gene-Peve_00025748"
"Cluster_6919",0.00515043125105199,"miRNA","gene-Peve_00025748"
"WGBS_PC10",0.00509659715666558,"WGBS","gene-Peve_00025748"
"Cluster_4161",0.00452605546011986,"miRNA","gene-Peve_00025748"
"Cluster_6234",0.00448953107530653,"miRNA","gene-Peve_00025748"
"WGBS_PC12",0.0044431158588616,"WGBS","gene-Peve_00025748"
"lncRNA_PC1",0.0382616622722416,"lncRNA","gene-Peve_00040540"
"Cluster_3652",0.0352179794821093,"miRNA","gene-Peve_00040540"
"Cluster_11004",0.00943082937858566,"miRNA","gene-Peve_00040540"
"WGBS_PC26",0.00903692734313488,"WGBS","gene-Peve_00040540"
"WGBS_PC28",0.00868881978517987,"WGBS","gene-Peve_00040540"
"Cluster_3672",0.00784068456998924,"miRNA","gene-Peve_00040540"
"WGBS_PC20",0.00743295489530837,"WGBS","gene-Peve_00040540"
"WGBS_PC15",0.00655935225086099,"WGBS","gene-Peve_00040540"
"lncRNA_PC15",0.00618882933563591,"lncRNA","gene-Peve_00040540"
"Cluster_6235",0.00547487274339334,"miRNA","gene-Peve_00040540"
"Cluster_491",0.00492526098906921,"miRNA","gene-Peve_00040540"
"Cluster_15329",0.00446973668162443,"miRNA","gene-Peve_00040540"
"lncRNA_PC24",0.00444093848225661,"lncRNA","gene-Peve_00040540"
"Cluster_8071",0.00367323445949845,"miRNA","gene-Peve_00040540"
"lncRNA_PC11",0.00354555594761751,"lncRNA","gene-Peve_00040540"
"lncRNA_PC23",0.00315131731152682,"lncRNA","gene-Peve_00040540"
"lncRNA_PC8",0.00296543061890864,"lncRNA","gene-Peve_00040540"
"WGBS_PC14",0.00273035537049423,"WGBS","gene-Peve_00040540"
"lncRNA_PC13",0.00268662051263668,"lncRNA","gene-Peve_00040540"
"Cluster_1004",0.00224640204210612,"miRNA","gene-Peve_00040540"
