Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
1A11_R1_001	1A11_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3239089.0	485.8 Mbp	0.0	150.0	64.0	23.52267257754268	150.0	150	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	fail
1A11_R2_001	1A11_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3239089.0	485.8 Mbp	0.0	150.0	68.0	23.153691050632556	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
1A7_R1_001	1A7_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11922215.0	1.7 Gbp	0.0	150.0	71.0	14.566346843100803	150.0	150	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	fail
1A7_R2_001	1A7_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11922215.0	1.7 Gbp	0.0	150.0	68.0	13.710576842031088	150.0	150	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
1B3_R1_001	1B3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45754.0	6.8 Mbp	0.0	150.0	72.0	14.237006600515803	150.0	150	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	fail
1B3_R2_001	1B3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45754.0	6.8 Mbp	0.0	150.0	76.0	10.667919744721772	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
1B4_R1_001	1B4_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21471113.0	3.2 Gbp	0.0	150.0	68.0	31.09053872889608	150.0	150	pass	fail	warn	pass	fail	pass	pass	pass	fail	fail	fail
1B4_R2_001	1B4_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21471113.0	3.2 Gbp	0.0	150.0	68.0	29.001821809502932	150.0	150	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	fail
1B6_R1_001	1B6_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2512999.0	376.9 Mbp	0.0	150.0	64.0	26.197450616841238	150.0	150	pass	fail	warn	pass	fail	warn	pass	pass	fail	fail	fail
1B6_R2_001	1B6_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2512999.0	376.9 Mbp	0.0	150.0	67.0	25.728190392828886	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
