Module	Section	Sample Name	Source
Samtools	flagstat	POC-40-TP1-hisat2_output	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/F-Ptua/output/02.20-F-Ptua-RNAseq-alignment-HiSat2/POC-40-TP1/POC-40-TP1-hisat2_output.flagstat
Samtools	flagstat	POC-57-TP1-hisat2_output	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/F-Ptua/output/02.20-F-Ptua-RNAseq-alignment-HiSat2/POC-57-TP1/POC-57-TP1-hisat2_output.flagstat
Samtools	flagstat	POC-222-TP4-hisat2_output	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/F-Ptua/output/02.20-F-Ptua-RNAseq-alignment-HiSat2/POC-222-TP4/POC-222-TP4-hisat2_output.flagstat
Samtools	flagstat	POC-52-TP4-hisat2_output	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/F-Ptua/output/02.20-F-Ptua-RNAseq-alignment-HiSat2/POC-52-TP4/POC-52-TP4-hisat2_output.flagstat
Samtools	flagstat	POC-40-TP3-hisat2_output	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/F-Ptua/output/02.20-F-Ptua-RNAseq-alignment-HiSat2/POC-40-TP3/POC-40-TP3-hisat2_output.flagstat
Samtools	flagstat	POC-53-TP3-hisat2_output	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/F-Ptua/output/02.20-F-Ptua-RNAseq-alignment-HiSat2/POC-53-TP3/POC-53-TP3-hisat2_output.flagstat
Samtools	flagstat	POC-201-TP2-hisat2_output	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/F-Ptua/output/02.20-F-Ptua-RNAseq-alignment-HiSat2/POC-201-TP2/POC-201-TP2-hisat2_output.flagstat
Samtools	flagstat	POC-259-TP4-hisat2_output	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/F-Ptua/output/02.20-F-Ptua-RNAseq-alignment-HiSat2/POC-259-TP4/POC-259-TP4-hisat2_output.flagstat
Samtools	flagstat	POC-40-TP2-hisat2_output	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/F-Ptua/output/02.20-F-Ptua-RNAseq-alignment-HiSat2/POC-40-TP2/POC-40-TP2-hisat2_output.flagstat
Samtools	flagstat	POC-259-TP1-hisat2_output	/home/shared/8TB_HDD_01/sam/gitrepos/urol-e5/timeseries_molecular/F-Ptua/output/02.20-F-Ptua-RNAseq-alignment-HiSat2/POC-259-TP1/POC-259-TP1-hisat2_output.flagstat
