"goslim_id","goslim_name","count","mean_loading","percentage"
"GO:0048856","anatomical structure development",67,2.2885353767811,13.3466135458167
"GO:0006355","regulation of DNA-templated transcription",45,2.29114658313143,8.96414342629482
"GO:0030154","cell differentiation",38,2.27388185530187,7.56972111553785
"GO:0006629","lipid metabolic process",27,2.21627932880684,5.37848605577689
"GO:0022414","reproductive process",20,2.2646505345136,3.98406374501992
"GO:0048870","cell motility",19,2.2376861464569,3.78486055776892
"GO:0055085","transmembrane transport",17,2.06091682919697,3.38645418326693
"GO:0007010","cytoskeleton organization",16,2.18233248678082,3.18725099601594
"GO:0007155","cell adhesion",16,2.24194171869483,3.18725099601594
"GO:0050877","nervous system process",16,2.27461207055598,3.18725099601594
"GO:0002376","immune system process",14,2.25184525122314,2.78884462151394
"GO:0016192","vesicle-mediated transport",14,2.02842139924021,2.78884462151394
"GO:0065003","protein-containing complex assembly",13,2.08425113986064,2.58964143426295
"GO:0006281","DNA repair",12,2.0215960519694,2.39043824701195
"GO:0012501","programmed cell death",12,2.25717162420652,2.39043824701195
"GO:0006325","chromatin organization",11,2.14408238324146,2.19123505976096
"GO:0034330","cell junction organization",11,2.08638328295348,2.19123505976096
"GO:0061024","membrane organization",11,2.11994888839638,2.19123505976096
"GO:0030163","protein catabolic process",9,2.27791347144309,1.79282868525896
"GO:0030198","extracellular matrix organization",9,2.63147982189086,1.79282868525896
"GO:0055086","nucleobase-containing small molecule metabolic process",8,2.1267532787221,1.59362549800797
"GO:0006886","intracellular protein transport",7,1.95988645770909,1.39442231075697
"GO:0023052","signaling",7,2.05104487381793,1.39442231075697
"GO:0044782","cilium organization",6,2.16771659028351,1.19521912350598
"GO:0009101","glycoprotein biosynthetic process",5,2.30299725374704,0.99601593625498
"GO:0051604","protein maturation",5,2.1969537777048,0.99601593625498
"GO:0003013","circulatory system process",4,2.41489538370645,0.796812749003984
"GO:0006260","DNA replication",4,2.03579817775068,0.796812749003984
"GO:0006310","DNA recombination",4,1.99827755042241,0.796812749003984
"GO:0006575","modified amino acid metabolic process",4,2.01548002382408,0.796812749003984
"GO:0006913","nucleocytoplasmic transport",4,2.05647645293074,0.796812749003984
"GO:0006914","autophagy",4,2.41387531043777,0.796812749003984
"GO:0006954","inflammatory response",4,1.95380932213681,0.796812749003984
"GO:0007018","microtubule-based movement",4,2.36540273522673,0.796812749003984
"GO:0007040","lysosome organization",4,2.31010735551334,0.796812749003984
"GO:0007163","establishment or maintenance of cell polarity",4,2.21088702454773,0.796812749003984
"GO:0003014","renal system process",3,2.11670030750726,0.597609561752988
"GO:0005975","carbohydrate metabolic process",3,2.06896384331251,0.597609561752988
"GO:0006351","DNA-templated transcription",3,2.34217970299709,0.597609561752988
"GO:0006486","protein glycosylation",3,1.95950481112828,0.597609561752988
"GO:0006790","sulfur compound metabolic process",3,2.10419267028765,0.597609561752988
"GO:0007059","chromosome segregation",3,2.13255442433794,0.597609561752988
"GO:0016071","mRNA metabolic process",3,2.12973708617879,0.597609561752988
"GO:0032200","telomere organization",3,2.55365593774668,0.597609561752988
"GO:0000278","mitotic cell cycle",2,2.01804009837681,0.398406374501992
"GO:0006520","amino acid metabolic process",2,2.01638732488291,0.398406374501992
"GO:0000910","cytokinesis",1,2.22340700925086,0.199203187250996
"GO:0006091","generation of precursor metabolites and energy",1,1.86121526109508,0.199203187250996
"GO:0006399","tRNA metabolic process",1,2.06775405659076,0.199203187250996
"GO:0007005","mitochondrion organization",1,2.02029659698614,0.199203187250996
"GO:0031047","regulatory ncRNA-mediated gene silencing",1,1.99054595677377,0.199203187250996
"GO:0042060","wound healing",1,2.2082979523397,0.199203187250996
"GO:0072659","protein localization to plasma membrane",1,2.87982721724073,0.199203187250996
"GO:0098542","defense response to other organism",1,2.05365282910411,0.199203187250996
"GO:0098754","detoxification",1,2.00270876086707,0.199203187250996
"GO:0140013","meiotic nuclear division",1,2.10363285601089,0.199203187250996
