"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"1","GO:0006598","polyamine catabolic process",3,1,0,0.0042,"Biological.Process","Cluster_10452"
"2","GO:0001745","compound eye morphogenesis",3,1,0,0.0042,"Biological.Process","Cluster_10452"
"3","GO:0000014","single-stranded DNA endodeoxyribonuclease activity",3,1,0.01,0.0065,"Molecular.Function","Cluster_10452"
"4","GO:0005290","L-histidine transmembrane transporter activity",9,1,0.02,0.0193,"Molecular.Function","Cluster_10452"
"5","GO:0001658","branching involved in ureteric bud morphogenesis",4,1,0.01,0.0057,"Biological.Process","Cluster_11565"
"6","GO:0001945","lymph vessel development",5,1,0.01,0.0071,"Biological.Process","Cluster_11565"
"7","GO:0004252","serine-type endopeptidase activity",53,3,0.25,0.0016,"Molecular.Function","Cluster_11565"
"8","GO:0005201","extracellular matrix structural constituent",17,2,0.08,0.0026,"Molecular.Function","Cluster_11565"
"9","GO:0004771","sterol esterase activity",5,1,0.02,0.0232,"Molecular.Function","Cluster_11565"
"10","GO:0001895","retina homeostasis",2,1,0.01,0.0085,"Biological.Process","Cluster_12081"
"11","GO:0004013","adenosylhomocysteinase activity",1,1,0,0.0047,"Molecular.Function","Cluster_12081"
"12","GO:0005524","ATP binding",263,5,1.23,0.005,"Molecular.Function","Cluster_12081"
"13","GO:0009034","tryptophanase activity",2,1,0.01,0.0093,"Molecular.Function","Cluster_12081"
"14","GO:0003964","RNA-directed DNA polymerase activity",122,3,0.57,0.0171,"Molecular.Function","Cluster_12081"
"15","GO:0001895","retina homeostasis",2,1,0.01,0.0099,"Biological.Process","Cluster_12083"
"16","GO:0005524","ATP binding",263,6,1.42,0.0016,"Molecular.Function","Cluster_12083"
"17","GO:0003964","RNA-directed DNA polymerase activity",122,4,0.66,0.0033,"Molecular.Function","Cluster_12083"
"18","GO:0009034","tryptophanase activity",2,1,0.01,0.0108,"Molecular.Function","Cluster_12083"
"19","GO:0004322","ferroxidase activity",3,1,0.02,0.0161,"Molecular.Function","Cluster_12083"
"20","GO:0000287","magnesium ion binding",56,2,0.3,0.0355,"Molecular.Function","Cluster_12083"
"21","GO:0001895","retina homeostasis",2,1,0.01,0.0085,"Biological.Process","Cluster_12087"
"22","GO:0009034","tryptophanase activity",2,1,0.01,0.0086,"Molecular.Function","Cluster_12087"
"23","GO:0004322","ferroxidase activity",3,1,0.01,0.0129,"Molecular.Function","Cluster_12087"
"24","GO:0003964","RNA-directed DNA polymerase activity",122,3,0.53,0.0136,"Molecular.Function","Cluster_12087"
"25","GO:0005524","ATP binding",263,4,1.14,0.0211,"Molecular.Function","Cluster_12087"
"26","GO:0000287","magnesium ion binding",56,2,0.24,0.0232,"Molecular.Function","Cluster_12087"
"27","GO:0002040","sprouting angiogenesis",12,1,0.03,0.025,"Biological.Process","Cluster_13327"
"28","GO:0001701","in utero embryonic development",15,1,0.03,0.032,"Biological.Process","Cluster_13327"
"29","GO:0004382","GDP phosphatase activity",3,1,0.01,0.013,"Molecular.Function","Cluster_13327"
"30","GO:0003964","RNA-directed DNA polymerase activity",122,3,0.53,0.014,"Molecular.Function","Cluster_13327"
"31","GO:0006511","ubiquitin-dependent protein catabolic process",7,1,0,0.005,"Biological.Process","Cluster_13647"
"32","GO:0006598","polyamine catabolic process",3,1,0.01,0.013,"Biological.Process","Cluster_14146"
"33","GO:0001676","long-chain fatty acid metabolic process",3,1,0.01,0.013,"Biological.Process","Cluster_14146"
"34","GO:0001822","kidney development",65,2,0.28,0.028,"Biological.Process","Cluster_14146"
"35","GO:0003777","microtubule motor activity",16,2,0.14,0.0087,"Molecular.Function","Cluster_14146"
"36","GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) ...",1,1,0.01,0.009,"Molecular.Function","Cluster_14146"
"37","GO:0004494","methylmalonyl-CoA mutase activity",1,1,0.01,0.009,"Molecular.Function","Cluster_14146"
"38","GO:0005080","protein kinase C binding",1,1,0.01,0.009,"Molecular.Function","Cluster_14146"
"39","GO:0004190","aspartic-type endopeptidase activity",2,1,0.02,0.0179,"Molecular.Function","Cluster_14146"
"40","GO:0005319","lipid transporter activity",3,1,0.03,0.0268,"Molecular.Function","Cluster_14146"
"41","GO:0000016","lactase activity",4,1,0.04,0.0356,"Molecular.Function","Cluster_14146"
"42","GO:0000349","generation of catalytic spliceosome for first trans...",1,1,0,0.0043,"Biological.Process","Cluster_14165"
"43","GO:0001825","blastocyst formation",1,1,0,0.0043,"Biological.Process","Cluster_14165"
"44","GO:0000050","urea cycle",2,1,0.01,0.0085,"Biological.Process","Cluster_14165"
"45","GO:0002790","peptide secretion",2,1,0.01,0.0085,"Biological.Process","Cluster_14165"
"46","GO:0001734","mRNA (N6-adenosine)-methyltransferase activity",1,1,0.01,0.01,"Molecular.Function","Cluster_14165"
"47","GO:0004777","succinate-semialdehyde dehydrogenase (NAD+) activit...",1,1,0.01,0.01,"Molecular.Function","Cluster_14165"
"48","GO:0004067","asparaginase activity",1,1,0.01,0.01,"Molecular.Function","Cluster_14165"
"49","GO:0004035","alkaline phosphatase activity",1,1,0.01,0.01,"Molecular.Function","Cluster_14165"
"50","GO:0004408","holocytochrome-c synthase activity",1,1,0.01,0.01,"Molecular.Function","Cluster_14165"
