FUN_000184-T1	sp|Q6P5W5|S39A4_HUMAN	30.458	568	329	13	155	716	138	645	3.51e-64	222
FUN_000200-T1	sp|Q7SXN4|CPEB4_DANRE	43.200	250	131	5	226	468	376	621	3.01e-64	216
FUN_000223-T1	sp|Q9I7X6|CARME_DROME	40.323	372	196	4	32	383	30	395	5.83e-89	273
FUN_000228-T1	sp|Q99260|YPT6_YEAST	32.174	230	138	4	1	227	1	215	1.67e-37	127
FUN_000229-T1	sp|P37366|CCL1_YEAST	28.163	245	150	6	13	239	48	284	3.62e-26	103
FUN_000230-T1	sp|Q5A761|CCR4_CANAL	30.802	237	129	6	136	348	456	681	2.23e-30	124
FUN_000231-T1	sp|Q1ZXH8|GXCDD_DICDI	34.127	252	150	6	784	1031	453	692	1.70e-33	138
FUN_000247-T1	sp|B4F9A4|DMAS1_MAIZE	30.405	296	183	11	467	743	11	302	7.07e-28	112
FUN_000247-T2	sp|P42330|AK1C3_HUMAN	30.976	297	185	9	416	693	8	303	7.46e-28	112
FUN_000286-T1	sp|Q9Z1P8|ANGL4_MOUSE	38.249	217	122	7	85	292	190	403	5.85e-42	146
FUN_000286-T2	sp|Q9Z1P8|ANGL4_MOUSE	36.250	240	139	8	64	292	167	403	5.69e-43	149
FUN_000286-T3	sp|Q9Z1P8|ANGL4_MOUSE	35.565	239	143	6	64	293	167	403	5.71e-41	144
FUN_000323-T1	sp|P08799|MYS2_DICDI	42.202	763	391	14	62	813	80	803	0.0	613
FUN_000323-T2	sp|P08799|MYS2_DICDI	32.894	1365	790	36	62	1380	80	1364	0.0	622
FUN_000323-T3	sp|P08799|MYS2_DICDI	42.202	763	391	14	62	813	80	803	0.0	616
FUN_000350-T1	sp|Q99260|YPT6_YEAST	34.300	207	131	5	12	215	11	215	1.60e-40	135
FUN_000370-T1	sp|Q99260|YPT6_YEAST	43.511	131	72	2	42	170	43	173	2.21e-30	108
FUN_000371-T1	sp|Q99260|YPT6_YEAST	46.154	169	87	3	10	175	11	178	6.06e-46	147
FUN_000372-T1	sp|Q99260|YPT6_YEAST	43.636	165	91	2	9	171	11	175	2.70e-40	133
FUN_000373-T1	sp|Q99260|YPT6_YEAST	38.235	204	89	4	10	177	11	213	1.84e-35	120
FUN_000414-T1	sp|P30872|SSR1_HUMAN	27.628	333	209	13	5	328	52	361	4.37e-21	89.7
FUN_000418-T1	sp|A0A386KZI3|DABD_PSEMU	30.133	375	227	8	126	482	167	524	7.92e-51	179
FUN_000433-T1	sp|Q9GQ00|MOD1_CAEEL	27.074	458	301	12	86	523	35	479	8.24e-47	167
FUN_000437-T1	sp|P0CY34|TUP1_CANAL	27.922	308	169	12	414	682	191	484	8.33e-23	99.4
FUN_000473-T1	sp|Q9GQ00|MOD1_CAEEL	26.897	435	284	6	55	466	56	479	1.84e-56	192
FUN_000474-T1	sp|Q9GQ00|MOD1_CAEEL	26.316	304	194	9	1	285	187	479	5.75e-29	112
FUN_000474-T2	sp|Q9GQ00|MOD1_CAEEL	29.756	205	136	2	1	197	161	365	1.55e-37	135
FUN_000477-T1	sp|Q9GQ00|MOD1_CAEEL	33.213	277	167	5	57	324	56	323	2.87e-48	169
FUN_000478-T1	sp|Q9GQ00|MOD1_CAEEL	25.551	454	297	10	100	522	37	480	2.21e-49	174
FUN_000480-T1	sp|Q9GQ00|MOD1_CAEEL	45.000	100	55	0	15	114	229	328	6.95e-23	94.4
FUN_000482-T1	sp|P30875|SSR2_MOUSE	33.569	283	172	8	38	309	50	327	2.03e-46	160
FUN_000489-T1	sp|P34138|PTP2_DICDI	33.945	327	132	8	2448	2704	39	351	2.58e-49	178
FUN_000502-T1	sp|Q00168|KCC2A_DROME	62.963	513	152	4	2	477	5	516	0.0	658
FUN_000518-T1	sp|O13289|CATA_CANAL	51.250	480	222	7	24	495	5	480	5.53e-163	468
FUN_000519-T1	sp|A0A386KZI3|DABD_PSEMU	29.156	391	238	11	127	490	171	549	5.38e-44	160
FUN_000520-T1	sp|A0A386KZI3|DABD_PSEMU	26.923	442	268	14	85	490	127	549	8.26e-42	154
FUN_000529-T1	sp|O13289|CATA_CANAL	51.579	475	224	5	24	493	5	478	6.59e-164	470
FUN_000575-T1	sp|P30874|SSR2_HUMAN	27.407	270	163	9	1	253	93	346	3.59e-22	91.3
FUN_000576-T1	sp|P30875|SSR2_MOUSE	29.310	232	153	7	33	259	49	274	5.78e-22	90.9
FUN_000595-T1	sp|P56500|UCP2_RAT	24.585	301	186	7	4	295	10	278	7.45e-23	93.6
FUN_000599-T1	sp|P41596|DOPR1_DROME	28.406	345	185	13	4	298	129	461	1.69e-24	100
FUN_000608-T1	sp|P05095|ACTNA_DICDI	47.458	118	55	2	506	622	130	241	5.59e-26	112
FUN_000611-T1	sp|Q54QV3|YAKA_DICDI	28.969	359	186	12	90	392	204	549	1.93e-34	137
FUN_000611-T2	sp|Q54QV3|YAKA_DICDI	28.969	359	186	12	90	392	204	549	2.72e-35	137
FUN_000621-T1	sp|O97125|HSP68_DROME	69.449	635	190	3	7	641	2	632	0.0	927
FUN_000629-T1	sp|O97125|HSP68_DROME	69.592	638	186	5	30	665	2	633	0.0	922
FUN_000632-T1	sp|O97125|HSP68_DROME	75.000	608	150	1	7	614	2	607	0.0	967
FUN_000637-T1	sp|O97125|HSP68_DROME	73.710	620	160	2	7	626	2	618	0.0	965
FUN_000857-T1	sp|O96621|ARP2_DICDI	40.155	386	213	4	8	375	3	388	2.07e-101	302
FUN_000898-T1	sp|Q8JZP9|GA2L1_MOUSE	36.059	269	145	8	7	253	10	273	1.02e-42	152
FUN_000914-T1	sp|Q6DCV0|WIPI4_XENLA	60.795	352	126	3	1	340	1	352	5.69e-162	454
FUN_000932-T1	sp|Q64617|KPCL_RAT	38.333	300	180	4	392	688	348	645	5.11e-64	222
FUN_000937-T1	sp|Q00168|KCC2A_DROME	30.357	280	176	6	78	342	7	282	9.72e-34	133
FUN_000939-T1	sp|Q00168|KCC2A_DROME	29.286	280	179	7	78	342	7	282	7.75e-32	127
FUN_000941-T1	sp|Q00168|KCC2A_DROME	30.769	273	171	5	63	321	14	282	1.16e-33	132
FUN_000960-T1	sp|Q42560|ACO1_ARATH	64.397	896	313	3	3	892	2	897	0.0	1199
FUN_000977-T1	sp|P09208|INSR_DROME	35.374	294	158	7	580	844	1360	1650	1.81e-52	196
FUN_000988-T1	sp|P27133|COROA_DICDI	42.172	396	221	7	8	403	3	390	2.12e-105	322
FUN_000992-T1	sp|P16378|GNAO_DROME	50.298	336	164	2	19	352	19	353	3.12e-113	330
FUN_001063-T1	sp|Q99260|YPT6_YEAST	32.759	116	76	1	24	137	12	127	4.74e-23	87.8
FUN_001081-T1	sp|Q00168|KCC2A_DROME	67.262	504	129	2	13	480	10	513	0.0	695
FUN_001107-T1	sp|O96621|ARP2_DICDI	28.329	413	231	12	3	388	6	380	7.47e-45	156
FUN_001130-T1	sp|Q54ET0|GRLE_DICDI	23.344	634	401	19	135	743	105	678	2.55e-29	121
FUN_001136-T1	sp|P30872|SSR1_HUMAN	27.640	322	191	10	26	322	63	367	3.39e-25	101
FUN_001141-T1	sp|Q5RBG4|KAT5_PONAB	54.244	271	118	2	447	712	183	452	1.61e-96	310
FUN_001142-T1	sp|Q9JJV8|BCL2_CRIGR	37.190	121	75	1	36	156	80	199	5.07e-28	102
FUN_001172-T1	sp|Q9U2X0|ANM1_CAEEL	45.902	305	161	3	205	506	25	328	2.41e-91	280
FUN_001176-T1	sp|P23739|SUIS_RAT	45.880	898	439	15	33	913	76	943	0.0	777
FUN_001185-T1	sp|P98166|VLDLR_RAT	37.677	706	395	19	31	712	72	756	2.86e-151	465
FUN_001192-T1	sp|P10592|HSP72_YEAST	37.673	507	309	3	1	507	1	500	4.17e-119	361
FUN_001193-T1	sp|P41596|DOPR1_DROME	36.697	327	181	8	28	332	143	465	1.11e-53	182
FUN_001196-T1	sp|Q59KY8|SIT4_CANAL	63.312	308	104	3	5	303	7	314	1.02e-150	422
FUN_001208-T1	sp|Q99260|YPT6_YEAST	39.130	207	120	5	8	210	9	213	1.03e-45	148
FUN_001214-T1	sp|Q59KY8|SIT4_CANAL	57.605	309	120	4	15	313	7	314	2.40e-134	381
FUN_001215-T1	sp|Q9M9W8|PLDZ2_ARATH	45.378	357	165	8	638	970	695	1045	1.96e-86	296
